Brand,Rating,NumRatings,NumReviews,Price,RAM,ROM,Display,Processor,Camera,Warranty
iball,3.9,441,69,"₹10,999",2 GB RAM,16 GB ROM,20.32 cm (8 inch) HD Display,Powerful Quad Core 1.3GHz ARM Cortex A7 Processor,5.0 MP Primary Camera,
Apple,4.7,2168,178,"₹71,900",8 GB RAM,128 GB ROM,27.94 cm (11 inches) Quad HD Display,Apple M4 Chip,12.0 MP Primary Camera | 12 MP Front,1 Year Warranty
Samsung,4.2,2271,215,"₹9,999",1.5 GB RAM,8 GB ROM,17.78 cm (7 inch) HD Display,Qualcomm Snapdragon Quad Core Processor,5.0 MP Primary Camera | 2 MP Front,
Lenovo,4.3,5315,361,"₹13,999",4 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Lenovo,4.4,765,39,"₹16,999",8 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,MediaTek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Manufacturer Warranty from the Date of Purchase
Samsung,4.8,33,2,"₹50,999",8 GB RAM,128 GB ROM,27.69 cm (10.9 inch) WUXGA+ Display,Exynos 1580,13 Megapixels MP Primary Camera | 12 MP Front,1 Year Manufacturer Warranty for Device and 6 Months for in-box accessories
Apple,4.6,51,4,"₹94,900",,,33.02 cm (13.0 Inch) Display,Apple M2 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Baatu,,,,"₹8,399",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MideaTek,8 MP Primary Camera | 5 MP Front,1 Year Hardware Warranty
Baatu,4.1,156,21,"₹8,199",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MediaTek,8 MP Primary Camera | 5 MP Front,
Apple,4.7,1083,48,"₹84,900",,,27.94 cm (11.0 Inch) Display,Apple M2 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Lenovo,4.1,2413,263,"₹12,000",1 GB RAM,16 GB ROM,20.32 cm (8 inch) HD Display,MediaTek (MT8163B) Quad Core,5 MP Primary Camera | 2 MP Front,
Lenovo,4.3,1187,182,"₹27,000",3 GB RAM,16 GB ROM,25.65 cm (10.1 inch) Full HD Display,Qualcomm Snapdragon 625 (MSM8953) Octa Core 64-bit Processor,8.0 MP Primary Camera | 5 MP Front,
Apple,4.7,2168,178,"₹1,70,900",16 GB RAM,2 TB ROM,27.94 cm (11 inches) Quad HD Display,Apple M4 Chip,12.0 MP Primary Camera | 12 MP Front,1 Year Warranty
BrightEureka,,,,"₹12,999",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,mediatek,13 MP Primary Camera,
Lenovo,4.1,223,24,"₹25,000",2 GB RAM,16 GB ROM,25.65 cm (10.1 inch) Full HD Display,Qualcomm Snapdragon 450 Octa Core Processor,5 MP Primary Camera | 2 MP Front,
Apple,4.6,13731,1162,"₹48,900",,,25.91 cm (10.2 inch) Full HD Display,A10 Fusion Chip (64-bit Architecture) with Embedded M10 Co-processor,8.0 MP Primary Camera | 1.2 MP Front,
iball,3.9,2163,300,"₹12,220",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) Full HD Display,SC9863A Octa Core Cortex A55 (1.6 GHz + 1.2 GHz),13.0 MP Primary Camera | 8 MP Front,
Lenovo,4.5,3700,403,"₹34,000",8.0 GB RAM,256 GB ROM,29.21 cm (11.5 inch) 2K Display,Mediatek Helio G99,8.0 MP Primary Camera | 8 MP Front,1 Year Warranty from Lenovo
Apple,4.4,416,63,"₹42,900",2 GB RAM,128 GB ROM,20.07 cm (7.9 inch) Display,Apple M4 Chip,8.0 MP Primary Camera,
Samsung,4.7,853,95,"₹76,999",6 GB RAM,128 GB ROM,31.5 cm (12.4 inch) Quad HD Display,Qualcomm Snapdragon 865 Plus,13 MP Primary Camera | 8 MP Front,1 Year Warranty Provided by the Manufacturer from Date of Purchase
Samsung,4.7,853,95,"₹84,999",6 GB RAM,128 GB ROM,31.5 cm (12.4 inch) Quad HD Display,Qualcomm Snapdragon 865 Plus,13 MP Primary Camera | 8 MP Front,1 Year Warranty Provided by the Manufacturer from Date of Purchase
Samsung,4.6,118,4,"₹1,01,999",12 GB RAM,256 GB ROM,31.5 cm (12.4 inch) WQXGA+ Display,MediaTek Dimensity 9300,13 MP Primary Camera | 12 MP Front,1 Year Manufacturer Warranty for Device and 6 Months for in-box accessories
Samsung,4.5,15726,1185,"₹33,999",4 GB RAM,128 GB ROM,26.42 cm (10.4 inch) Full HD Display,Qualcomm SDM720G (Octa-Core),8.0 MP Primary Camera | 5 MP Front,1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories
Lenovo,4.3,5315,361,"₹14,999",8 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Lenovo,4.5,3700,403,"₹18,999",8.0 GB RAM,128 GB ROM,29.21 cm (11.5 inch) 2K Display,Mediatek Helio G99,8.0 MP Primary Camera | 8 MP Front,1 Year Warranty from Lenovo
Lenovo,4.3,1187,182,"₹35,000",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) Full HD Display,Qualcomm Snapdragon 625 (MSM8953) Octa Core 64-bit Processor,8 MP Primary Camera | 5 MP Front,
iball,3.9,2163,300,"₹24,990",4.0 GB RAM,64 GB ROM,25.65 cm (10.1 inch) Full HD Display,SC9863A Octa Core Cortex A55 1.6 GHz + 1.2 GHz,13.0 MP Primary Camera | 8 MP Front,
Lenovo,4.3,5315,361,"₹13,999",4 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Lenovo,4.4,765,39,"₹16,999",8 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,MediaTek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Manufacturer Warranty from the Date of Purchase
Apple,4.7,9299,640,"₹80,900",,,27.69 cm (10.9 inch) Full HD Display,A14 Bionic Chip (64-bit Architecture) with Neural Engine,12.0 MP Primary Camera | 7 MP Front,1 Year Limited Hardware Warranty
Samsung,4.5,15726,1185,"₹33,999",4 GB RAM,128 GB ROM,26.42 cm (10.4 inch) Full HD Display,Qualcomm SDM720G (Octa-Core),8.0 MP Primary Camera | 5 MP Front,1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories
Samsung,4.7,853,95,"₹76,999",6 GB RAM,128 GB ROM,31.5 cm (12.4 inch) Quad HD Display,Qualcomm Snapdragon 865 Plus,13 MP Primary Camera | 8 MP Front,1 Year Warranty Provided by the Manufacturer from Date of Purchase
Apple,4.6,13731,1162,"₹37,900",,,25.91 cm (10.2 inch) Full HD Display,A10 Fusion Chip (64-bit Architecture) with Embedded M10 Co-processor,8.0 MP Primary Camera | 1.2 MP Front,
Baatu,,,,"₹8,399",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MideaTek,8 MP Primary Camera | 5 MP Front,1 Year Hardware Warranty
Baatu,4.1,156,21,"₹8,199",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MediaTek,8 MP Primary Camera | 5 MP Front,
Apple,4.7,1083,48,"₹1,24,900",,,27.94 cm (11.0 Inch) Display,Apple M2 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Apple,4.7,1063,71,"₹79,900",,,27.94 cm (11.0 inch) Full HD Display,Apple M2 chip,12 MP Primary Camera | 12 MP Front,1 Year Limited Hardware Warranty
Apple,4.7,2168,178,"₹1,70,900",16 GB RAM,2 TB ROM,27.94 cm (11 inches) Quad HD Display,Apple M4 Chip,12.0 MP Primary Camera | 12 MP Front,1 Year Warranty
Apple,4.6,5584,796,"₹59,900",,,20.07 cm (7.9 inch) Full HD Display,"A12 Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor",8.0 MP Primary Camera | 7 MP Front,1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase
Lenovo,3.8,609,82,"₹11,000",1 GB RAM,16 GB ROM,25.65 cm (10.1 inch) HD Display,Qualcomm Snapdragon 210 Quad Core,5 MP Primary Camera | 2 MP Front,
Apple,4.6,13731,1162,"₹40,900",,,25.91 cm (10.2 inch) Full HD Display,A10 Fusion Chip (64-bit Architecture) with Embedded M10 Co-processor,8.0 MP Primary Camera | 1.2 MP Front,
Samsung,4.4,12646,912,"₹28,799",4 GB RAM,64 GB ROM,26.67 cm (10.5 inch) Full HD Display,Octa Core,8.0 MP Primary Camera | 5 MP Front,
Samsung,4.7,90,15,"₹59,999",6 GB RAM,128 GB ROM,27.94 cm (11 inch) Quad HD Display,Qualcomm Snapdragon 865 Plus Octa Core,13 MP Primary Camera | 8 MP Front,1 Year Warranty Provided by the Manufacturer from Date of Purchase
Lenovo,4.3,5315,361,"₹14,999",8 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Lenovo,4.5,3700,403,"₹18,999",8.0 GB RAM,128 GB ROM,29.21 cm (11.5 inch) 2K Display,Mediatek Helio G99,8.0 MP Primary Camera | 8 MP Front,1 Year Warranty from Lenovo
Alcatel,3.9,336,49,"₹14,999",2 GB RAM,16 GB ROM,25.4 cm (10 inch) HD Display,MediaTek Quad Core (MT8765B),5 MP Primary Camera | 5 MP Front,
Samsung,4.5,15726,1185,"₹33,999",4 GB RAM,128 GB ROM,26.42 cm (10.4 inch) Full HD Display,Qualcomm SDM720G (Octa-Core),8.0 MP Primary Camera | 5 MP Front,1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories
Lenovo,4.3,5315,361,"₹13,999",4 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,Mediatek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Comprehensive Warranty
Lenovo,4.4,765,39,"₹16,999",8 GB RAM,128 GB ROM,27.94 cm (11.0 inch) Display,MediaTek Helio G88,13 MP Primary Camera | 8 MP Front,1 Year Manufacturer Warranty from the Date of Purchase
Samsung,4.7,853,95,"₹71,999",6 GB RAM,128 GB ROM,31.5 cm (12.4 inch) Quad HD Display,Qualcomm Snapdragon 865 Plus,13 MP Primary Camera | 8 MP Front,1 Year Warranty Provided by the Manufacturer from Date of Purchase
Samsung,4.5,3043,213,"₹59,999",6 GB RAM,128 GB ROM,31.5 cm (12.4 inches) Full HD Display,Snapdragon 700 Series,8 MP Primary Camera,1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories
Lenovo,4.2,9489,901,"₹21,000",2 GB RAM,32 GB ROM,25.65 cm (10.1 inch) HD Display,Qualcomm Snapdragon 429 (Quad Core),5.0 MP Primary Camera | 2 MP Front,
Samsung,4.5,15726,1185,"₹41,999",4 GB RAM,128 GB ROM,26.42 cm (10.4 inch) Full HD Display,Qualcomm SDM720G (Octa-Core),8.0 MP Primary Camera | 5 MP Front,1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories
Baatu,,,,"₹8,399",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MideaTek,8 MP Primary Camera | 5 MP Front,1 Year Hardware Warranty
Baatu,4.1,156,21,"₹8,199",4 GB RAM,64 GB ROM,25.65 cm (10.1 inch) HD Display,MediaTek,8 MP Primary Camera | 5 MP Front,
Samsung,4.7,853,95,"₹84,999",6 GB RAM,128 GB ROM,31.5 cm (12.4 inch) Quad HD Display,Qualcomm Snapdragon 865 Plus,13 MP Primary Camera | 8 MP Front,1 Year Warranty Provided by the Manufacturer from Date of Purchase
Samsung,4.5,15726,1185,"₹31,999",4 GB RAM,128 GB ROM,26.42 cm (10.4 inch) Full HD Display,Qualcomm SDM720G (Octa-Core),8.0 MP Primary Camera | 5 MP Front,1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories
Samsung,4.5,72,4,"₹63,999",8 GB RAM,128 GB ROM,33.27 cm (13.1 inch) WUXGA+ Display,Exynos 1580,13 Megapixels MP Primary Camera | 12 MP Front,1 Year Manufacturer Warranty for Device and 6 Months for in-box accessories
Apple,4.5,126,7,"₹1,09,900",,,27.94 cm (11.0 inch) Display,Apple M3 Chip,12 MP Primary Camera | 12 MP Front,1 Year Brand Warranty
Samsung,4.5,3043,213,"₹59,999",6 GB RAM,128 GB ROM,31.5 cm (12.4 inches) Full HD Display,Snapdragon 700 Series,8 MP Primary Camera,1 Year Manufacturer Warranty for Tablet and 6 Months Warranty for in the Box Accessories
Apple,4.6,225,16,"₹99,900",8 GB RAM,128 GB ROM,32.77 cm (12.9 inches) Quad HD Display,Apple M4 Chip,12 MP Primary Camera | 12 MP Front,1 Year Warranty
Samsung,4.5,31778,1196,"₹18,999",4 GB RAM,64 GB ROM,27.94 cm (11.0 inch) WQXGA Display,QUALCOMM SM6375,8.0 MP Primary Camera | 5 MP Front,
Apple,4.7,1083,48,"₹1,04,900",,,27.94 cm (11.0 Inch) Display,Apple M2 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Apple,4.6,12007,1653,"₹38,600",,,24.64 cm (9.7 inch) Full HD Display,A9 Chip with 64-bit Architecture with Embedded M9 Co-processor,8.0 MP Primary Camera | 1.2 MP Front,
Apple,4.7,1083,48,"₹59,900",,,27.94 cm (11.0 Inch) Display,Apple M2 Chip,12 MP Primary Camera | 12 MP Front,Apple One (1) Year Limited Warranty
Lenovo,3.8,852,66,"₹13,500",2 GB RAM,32 GB ROM,17.78 cm (7 inches) Display,"MediaTek MT8765 (4 Cores, 4 x A53 at 1.3 GHz)",2.0 MP Primary Camera | 2 MP Front,1 Year Warranty
Lenovo,4.4,2186,344,"₹27,000",4 GB RAM,64 GB ROM,20.32 cm (8 inch) Display,Mediatek Helio G88,8.0 MP Primary Camera,
